nbd_unexpected_write_count,nbd_mean_response_time_ms,nbd_std_response_time_ms,nbd_distinct_sources_count,nbd_fc3_read_count,nbd_fc6_write_count,nbd_fc16_write_count,nbd_error_count,nbd_traffic_volume,nbd_modbus_anomaly_rate,pcd_max_lnr,pcd_is_target_rtu_max_lnr,pcd_chi2_statistic,pcd_chi2_ratio,pcd_chi2_failed,pcd_target_rtu_v_residual,pcd_target_rtu_p_residual,pcd_target_rtu_is_flagged,pcd_global_bad_data_flag,pcd_voltage_pu_reported,pcd_voltage_dev_nominal,pcd_p_mw_reported,pcd_status_code,pcd_physics_network_disagreement_index,pcd_temporal_dv_dt_3tick,pcd_temporal_dp_dt_3tick,pcd_temporal_dq_dt_3tick,pcd_cross_rtu_voltage_divergence,tick,rtu_id,top_level_label,subtype_label
0.0,158.922,57.277,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3992,0.1264,0.0,0.0,0.0,0.0,0.0,0.9706,0.0294,0.199,1.0,1.5,0.0001,0.0075,0.0015,0.0019,70,5,Normal,normal
0.0,132.19,24.935,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6228,0.0563,0.0,0.0,0.0,0.0,0.0,0.9776,0.0224,-1.014,1.0,0.3,0.0008,0.0015,0.007,0.0031,71,1,Normal,normal
0.0,131.153,25.288,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6228,0.0563,0.0,0.0,0.0,0.0,0.0,0.9727,0.0273,0.43,1.0,0.1,0.002,0.0005,0.0,0.0031,71,2,Normal,normal
0.0,130.747,25.393,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6228,0.0563,0.0,0.0,0.0,0.0,0.0,0.9741,0.0259,0.431,1.0,0.1,0.0007,0.0005,0.0055,0.0035,71,3,Normal,normal
0.0,130.502,25.414,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6228,0.0563,0.0,0.0,0.0,0.0,0.0,0.9767,0.0233,0.151,1.0,0.3,0.00065,0.0015,0.006,0.0009,71,4,Normal,normal
0.0,130.222,25.443,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6228,0.0563,0.0,0.0,0.0,0.0,0.0,0.974,0.026,0.192,1.0,0.5,0.00045,0.0025,0.0005,0.0013,71,5,Normal,normal
0.0,133.242,24.065,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.6625,0.3308,0.0,0.0,0.0,0.0,0.0,0.9754,0.0246,-1.024,1.0,0.9,0.0002,0.0045,0.0025,0.0005,72,1,Normal,normal
0.0,132.44,24.225,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.6625,0.3308,0.0,0.0,0.0,0.0,0.0,0.9767,0.0233,0.44,1.0,0.4,0.0021,0.002,0.001,0.00485,72,2,Normal,normal
0.0,132.098,24.271,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.6625,0.3308,0.0,0.0,0.0,0.0,0.0,0.972,0.028,0.434,1.0,0.1,0.00145,0.0005,0.0005,0.0034,72,3,Normal,normal
0.0,131.842,24.302,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.6625,0.3308,0.0,0.0,0.0,0.0,0.0,0.976,0.024,0.155,1.0,0.7,0.00195,0.0035,0.003,0.0006,72,4,Normal,normal
0.0,131.612,24.286,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.6625,0.3308,0.0,0.0,0.0,0.0,0.0,0.9683,0.0317,0.192,1.0,0.7,0.00115,0.0035,0.001,0.0084,72,5,Normal,normal
0.0,134.382,24.808,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9617,0.2675,0.0,0.0,0.0,0.0,0.0,0.9756,0.0244,-1.029,1.0,1.5,0.001,0.0075,0.0005,0.00273,73,1,Normal,normal
0.0,133.812,24.801,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9617,0.2675,0.0,0.0,0.0,0.0,0.0,0.9747,0.0253,0.433,1.0,0.3,0.001,0.0015,0.008,0.00155,73,2,Normal,normal
0.0,133.557,24.83,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9617,0.2675,0.0,0.0,0.0,0.0,0.0,0.9735,0.0265,0.435,1.0,0.4,0.0003,0.002,0.0035,0.0021,73,3,Normal,normal
0.0,133.217,24.899,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9617,0.2675,0.0,0.0,0.0,0.0,0.0,0.9704,0.0296,0.16,1.0,0.9,0.00315,0.0045,0.002,0.0052,73,4,Normal,normal
0.0,133.013,24.892,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9617,0.2675,0.0,0.0,0.0,0.0,0.0,0.9707,0.0293,0.192,1.0,0.0,0.00165,0.0,0.002,0.004,73,5,Normal,normal
0.0,133.872,25.135,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5343,0.2289,0.0,0.0,0.0,0.0,0.0,0.974,0.026,-1.032,1.0,0.8,0.0007,0.004,0.003,0.00023,74,1,Normal,normal
0.0,132.817,25.485,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5343,0.2289,0.0,0.0,0.0,0.0,0.0,0.9703,0.0297,0.438,1.0,0.2,0.0032,0.001,0.0005,0.0025,74,2,Normal,normal
0.0,132.418,25.627,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5343,0.2289,0.0,0.0,0.0,0.0,0.0,0.9749,0.0251,0.436,1.0,0.2,0.00145,0.001,0.001,0.0009,74,3,Normal,normal
0.0,131.97,25.777,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5343,0.2289,0.0,0.0,0.0,0.0,0.0,0.9775,0.0225,0.154,1.0,0.1,0.00075,0.0005,0.0005,0.0035,74,4,Normal,normal
0.0,131.687,25.836,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5343,0.2289,0.0,0.0,0.0,0.0,0.0,0.9716,0.0284,0.196,1.0,0.4,0.00165,0.002,0.0005,0.0013,74,5,Normal,normal
0.0,132.032,22.539,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7263,0.1559,0.0,0.0,0.0,0.0,0.0,0.9771,0.0229,-1.038,1.0,0.9,0.00075,0.0045,0.0035,0.00157,75,1,Normal,normal
0.0,130.778,22.635,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7263,0.1559,0.0,0.0,0.0,0.0,0.0,0.9754,0.0246,0.437,1.0,0.4,0.00035,0.002,0.004,0.0016,75,2,Normal,normal
0.0,130.393,22.794,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7263,0.1559,0.0,0.0,0.0,0.0,0.0,0.9729,0.0271,0.435,1.0,0.0,0.0003,0.0,0.003,0.0042,75,3,Normal,normal
0.0,129.947,22.942,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7263,0.1559,0.0,0.0,0.0,0.0,0.0,0.9783,0.0217,0.159,1.0,0.1,0.00395,0.0005,0.0015,0.0012,75,4,Normal,normal
0.0,129.648,22.983,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7263,0.1559,0.0,0.0,0.0,0.0,0.0,0.9705,0.0295,0.186,1.0,0.6,0.0001,0.003,0.001,0.0049,75,5,Normal,normal
0.0,184.205,74.977,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5396,0.0487,0.0,0.0,0.0,0.0,0.0,0.9768,0.0232,-1.039,1.0,0.7,0.0014,0.0035,0.0025,0.00147,76,1,Normal,normal
0.0,182.805,75.265,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5396,0.0487,0.0,0.0,0.0,0.0,0.0,0.9731,0.0269,0.437,1.0,0.1,0.0014,0.0005,0.003,0.00185,76,2,Normal,normal
0.0,182.415,75.347,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5396,0.0487,0.0,0.0,0.0,0.0,0.0,0.9761,0.0239,0.44,1.0,0.4,0.0006,0.002,0.0015,0.0007,76,3,Normal,normal
0.0,181.975,75.514,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5396,0.0487,0.0,0.0,0.0,0.0,0.0,0.9768,0.0232,0.155,1.0,0.1,0.00035,0.0005,0.0055,0.0,76,4,Normal,normal
0.0,181.673,75.576,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5396,0.0487,0.0,0.0,0.0,0.0,0.0,0.9731,0.0269,0.191,1.0,0.5,0.00075,0.0025,0.005,0.0,76,5,Normal,normal
0.0,177.298,78.158,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5235,0.0473,0.0,0.0,0.0,0.0,0.0,0.977,0.023,-1.038,1.0,0.0,5e-05,0.0,0.0005,0.00383,77,1,Normal,normal
0.0,175.935,78.341,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5235,0.0473,0.0,0.0,0.0,0.0,0.0,0.9708,0.0292,0.439,1.0,0.2,0.0023,0.001,0.0045,0.00315,77,2,Normal,normal
0.0,175.527,78.417,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5235,0.0473,0.0,0.0,0.0,0.0,0.0,0.973,0.027,0.44,1.0,0.5,5e-05,0.0025,0.0015,0.004,77,3,Normal,normal
0.0,174.747,78.795,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5235,0.0473,0.0,0.0,0.0,0.0,0.0,0.9757,0.0243,0.167,1.0,0.8,0.0013,0.004,0.0015,0.0013,77,4,Normal,normal
0.0,174.302,78.943,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5235,0.0473,0.0,0.0,0.0,0.0,0.0,0.9709,0.0291,0.2,1.0,1.4,0.0002,0.007,0.0015,0.0001,77,5,Normal,normal
0.0,188.94,71.937,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.445,0.1305,0.0,0.0,0.0,0.0,0.0,0.9747,0.0253,-1.046,1.0,0.7,0.00105,0.0035,0.008,0.0008,78,1,Normal,normal
0.0,187.857,71.865,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.445,0.1305,0.0,0.0,0.0,0.0,0.0,0.972,0.028,0.437,1.0,0.0,0.00055,0.0,0.001,0.0004,78,2,Normal,normal
0.0,187.375,72.003,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.445,0.1305,0.0,0.0,0.0,0.0,0.0,0.9761,0.0239,0.445,1.0,0.5,0.0,0.0025,0.0025,0.0014,78,3,Normal,normal
0.0,186.75,72.324,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.445,0.1305,0.0,0.0,0.0,0.0,0.0,0.9736,0.0264,0.163,1.0,0.8,0.0016,0.004,0.002,0.0011,78,4,Normal,normal
0.0,185.943,72.535,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.445,0.1305,0.0,0.0,0.0,0.0,0.0,0.9701,0.0299,0.194,1.0,0.3,0.0015,0.0015,0.0025,0.0019,78,5,Normal,normal
0.0,181.065,76.968,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.5859,0.0,3446.7489,311.3454,1.0,9.8324,0.0,1.0,1.0,0.9747,0.0253,-1.05,1.0,6674.6887,0.00115,0.006,0.0065,0.06493,79,1,Normal,normal
0.0,180.108,76.857,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.5859,0.0,3446.7489,311.3454,1.0,11.3323,0.0,1.0,1.0,0.9745,0.0255,0.454,1.0,8343.3609,0.00185,0.0075,0.002,0.00075,79,2,Normal,normal
0.0,179.148,77.372,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.5859,0.0,3446.7489,311.3454,1.0,10.2143,0.0,1.0,1.0,0.9725,0.0275,0.449,1.0,5006.0165,0.00025,0.0045,0.004,0.0022,79,3,Normal,normal
0.0,178.347,77.781,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.5859,1.0,3446.7489,311.3454,1.0,53.5859,0.0,1.0,1.0,0.7823,0.2177,0.162,1.0,2781.1203,0.0967,0.0025,0.0005,0.1924,79,4,Cyber Intrusion,data_injection
0.0,177.5,77.959,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.5859,0.0,3446.7489,311.3454,1.0,11.3108,0.0,1.0,1.0,0.9728,0.0272,0.195,1.0,2781.1203,0.00095,0.0025,0.0015,0.0017,79,5,Normal,normal
0.0,136.033,24.081,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.4361,0.0,3426.9797,309.5596,1.0,11.1932,0.0,1.0,1.0,0.9784,0.0216,-1.069,1.0,12642.1676,0.00185,0.0115,0.0095,0.06963,80,1,Normal,normal
0.0,135.097,23.992,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.4361,0.0,3426.9797,309.5596,1.0,10.9769,0.0,1.0,1.0,0.973,0.027,0.462,1.0,13225.996,0.0005,0.0125,0.004,0.00115,80,2,Normal,normal
0.0,134.12,24.506,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.4361,0.0,3426.9797,309.5596,1.0,9.8603,0.0,1.0,1.0,0.971,0.029,0.458,1.0,7169.352,0.00255,0.0065,0.0045,0.0074,80,3,Normal,normal
0.0,133.277,24.775,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.4361,1.0,3426.9797,309.5596,1.0,53.4361,0.0,1.0,1.0,0.7823,0.2177,0.166,1.0,1654.4658,0.09565,0.0015,0.001,0.1961,80,4,Cyber Intrusion,data_injection
0.0,131.802,24.612,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.4361,0.0,3426.9797,309.5596,1.0,10.5007,0.0,1.0,1.0,0.9699,0.0301,0.201,1.0,3860.4203,0.0001,0.0035,0.002,0.0031,80,5,Normal,normal
0.0,135.33,24.459,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.1871,0.0,3394.8367,306.6561,1.0,11.079,0.0,1.0,1.0,0.9774,0.0226,-1.082,1.0,13242.266,0.00135,0.016,0.0055,0.0694,81,1,Normal,normal
0.0,134.347,24.383,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.1871,0.0,3394.8367,306.6561,1.0,10.5067,0.0,1.0,1.0,0.9709,0.0291,0.461,1.0,3806.4017,0.0018,0.0035,0.0025,0.00245,81,2,Normal,normal
0.0,133.37,24.869,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.1871,0.0,3394.8367,306.6561,1.0,10.021,0.0,1.0,1.0,0.9708,0.0292,0.462,1.0,7069.0318,0.00085,0.0065,0.002,0.0066,81,3,Normal,normal
0.0,132.892,24.97,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.1871,1.0,3394.8367,306.6561,1.0,53.1871,0.0,1.0,1.0,0.7823,0.2177,0.166,1.0,2175.0867,0.0,0.002,0.007,0.1951,81,4,Cyber Intrusion,data_injection
0.0,131.538,24.739,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.1871,0.0,3394.8367,306.6561,1.0,10.5311,0.0,1.0,1.0,0.9693,0.0307,0.2,1.0,2718.8584,0.00175,0.0025,0.001,0.0016,81,5,Normal,normal
0.0,136.043,26.444,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.432,0.0,3425.9588,309.4674,1.0,10.3139,0.0,1.0,1.0,0.9759,0.0241,-1.098,1.0,13479.5769,0.00125,0.0145,0.0145,0.06673,82,1,Normal,normal
0.0,135.225,26.496,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.432,0.0,3425.9588,309.4674,1.0,10.639,0.0,1.0,1.0,0.9721,0.0279,0.465,1.0,1653.8462,0.00045,0.0015,0.0005,0.00205,82,2,Normal,normal
0.0,134.403,26.868,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.432,0.0,3425.9588,309.4674,1.0,10.5478,0.0,1.0,1.0,0.9731,0.0269,0.472,1.0,7717.9489,0.00105,0.007,0.004,0.0028,82,3,Normal,normal
0.0,133.883,26.984,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.432,1.0,3425.9588,309.4674,1.0,53.432,0.0,1.0,1.0,0.7823,0.2177,0.174,1.0,4410.2565,0.0,0.004,0.005,0.1936,82,4,Cyber Intrusion,data_injection
0.0,132.907,27.4,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.432,0.0,3425.9588,309.4674,1.0,11.3128,0.0,1.0,1.0,0.9724,0.0276,0.208,1.0,3858.9744,0.00125,0.0035,0.0015,0.0003,82,5,Normal,normal
0.0,136.622,25.985,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.0302,0.0,3378.2056,305.1538,1.0,9.4432,0.0,1.0,1.0,0.972,0.028,-1.116,1.0,13207.6839,0.0027,0.017,0.014,0.062,83,1,Normal,normal
0.0,135.867,25.987,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.0302,0.0,3378.2056,305.1538,1.0,12.0099,0.0,1.0,1.0,0.9748,0.0252,0.472,1.0,5934.6354,0.00195,0.0055,0.0035,0.00575,83,2,Normal,normal
0.0,135.485,25.973,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.0302,0.0,3378.2056,305.1538,1.0,10.9316,0.0,1.0,1.0,0.9729,0.0271,0.473,1.0,5934.6354,0.00105,0.0055,0.009,0.0009,83,3,Normal,normal
0.0,135.133,25.937,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.0302,1.0,3378.2056,305.1538,1.0,53.0302,0.0,1.0,1.0,0.7823,0.2177,0.171,1.0,2697.5615,0.0,0.0025,0.0035,0.1897,83,4,Cyber Intrusion,data_injection
0.0,134.213,26.35,1.0,6.0,0.0,0.0,0.0,6.0,0.0,53.0302,0.0,3378.2056,305.1538,1.0,9.6837,0.0,1.0,1.0,0.9661,0.0339,0.205,1.0,2697.5615,0.0016,0.0025,0.002,0.0087,83,5,Normal,normal
0.0,138.263,26.144,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5282,0.138,0.0,0.0,0.0,0.0,0.0,0.9758,0.0242,-1.145,1.0,2.4274,5e-05,0.0235,0.01,0.00557,84,1,Normal,normal
0.0,137.425,26.199,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5282,0.138,0.0,0.0,0.0,0.0,0.0,0.9689,0.0311,0.483,1.0,1.8,0.0016,0.009,0.0115,0.00135,84,2,Normal,normal
0.0,136.977,26.224,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5282,0.138,0.0,0.0,0.0,0.0,0.0,0.971,0.029,0.493,1.0,2.1,0.00105,0.0105,0.006,0.0048,84,3,Normal,normal
0.0,136.603,26.21,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5282,0.138,0.0,0.0,0.0,0.0,0.0,0.9708,0.0292,0.168,1.0,0.6,0.09425,0.003,0.004,0.005,84,4,Cyber Intrusion,data_injection
0.0,136.225,26.201,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5282,0.138,0.0,0.0,0.0,0.0,0.0,0.9647,0.0353,0.214,1.0,0.6,0.00385,0.003,0.0035,0.0042,84,5,Normal,normal
0.0,138.412,26.045,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.163,0.1051,0.0,0.0,0.0,0.0,0.0,0.9709,0.0291,-1.16,1.0,2.4092,0.00055,0.022,0.0145,0.001,85,1,Normal,normal
0.0,137.57,26.104,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.163,0.1051,0.0,0.0,0.0,0.0,0.0,0.9694,0.0306,0.5,1.0,2.431,0.0027,0.014,0.008,0.0004,85,2,Normal,normal
0.0,137.088,26.151,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.163,0.1051,0.0,0.0,0.0,0.0,0.0,0.9699,0.0301,0.489,1.0,1.6,0.0015,0.008,0.001,0.001,85,3,Normal,normal
0.0,136.68,26.16,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.163,0.1051,0.0,0.0,0.0,0.0,0.0,0.9704,0.0296,0.176,1.0,0.5,0.09405,0.0025,0.002,0.0005,85,4,Cyber Intrusion,data_injection
0.0,136.315,26.143,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.163,0.1051,0.0,0.0,0.0,0.0,0.0,0.9671,0.0329,0.217,1.0,1.2,0.0005,0.006,0.002,0.0023,85,5,Normal,normal
0.0,136.757,23.7,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6453,0.1486,0.0,0.0,0.0,0.0,0.0,0.9731,0.0269,-1.203,1.0,2.3596,0.00135,0.029,0.016,0.0054,86,1,Normal,normal
0.0,135.705,23.596,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6453,0.1486,0.0,0.0,0.0,0.0,0.0,0.9642,0.0358,0.508,1.0,2.3982,0.00235,0.0125,0.006,0.0048,86,2,Normal,normal
0.0,135.173,23.607,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6453,0.1486,0.0,0.0,0.0,0.0,0.0,0.9698,0.0302,0.505,1.0,1.2,0.0006,0.006,0.0105,0.0033,86,3,Normal,normal
0.0,134.725,23.562,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6453,0.1486,0.0,0.0,0.0,0.0,0.0,0.9691,0.0309,0.187,1.0,1.9,0.00085,0.0095,0.007,0.004,86,4,Cyber Intrusion,data_injection
0.0,134.34,23.571,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6453,0.1486,0.0,0.0,0.0,0.0,0.0,0.9649,0.0351,0.231,1.0,1.7,0.0001,0.0085,0.0,0.0007,86,5,Normal,normal
0.0,140.003,22.089,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7288,0.1562,0.0,0.0,0.0,0.0,0.0,0.97,0.03,-1.246,1.0,2.4495,0.00045,0.043,0.0265,0.00113,87,1,Normal,normal
0.0,138.805,22.065,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7288,0.1562,0.0,0.0,0.0,0.0,0.0,0.9664,0.0336,0.527,1.0,2.3844,0.0015,0.0135,0.011,0.00205,87,2,Normal,normal
0.0,138.223,22.111,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7288,0.1562,0.0,0.0,0.0,0.0,0.0,0.9709,0.0291,0.533,1.0,2.4197,0.0005,0.022,0.014,0.0009,87,3,Normal,normal
0.0,137.737,22.098,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7288,0.1562,0.0,0.0,0.0,0.0,0.0,0.9693,0.0307,0.183,1.0,0.7,0.00055,0.0035,0.004,0.0007,87,4,Cyber Intrusion,data_injection
0.0,137.293,22.143,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7288,0.1562,0.0,0.0,0.0,0.0,0.0,0.9669,0.0331,0.238,1.0,2.1,0.0001,0.0105,0.003,0.0005,87,5,Normal,normal
0.0,211.022,107.356,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4722,0.0427,0.0,0.0,0.0,0.0,0.0,0.9704,0.0296,-1.268,1.0,2.408,0.00135,0.0325,0.02,0.00357,88,1,Normal,normal
0.0,209.608,107.084,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4722,0.0427,0.0,0.0,0.0,0.0,0.0,0.9645,0.0355,0.539,1.0,2.4289,0.00015,0.0155,0.0075,0.00245,88,2,Normal,normal
0.0,209.01,107.037,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4722,0.0427,0.0,0.0,0.0,0.0,0.0,0.9677,0.0323,0.539,1.0,2.2946,0.00105,0.017,0.006,0.0027,88,3,Normal,normal
0.0,208.52,107.056,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4722,0.0427,0.0,0.0,0.0,0.0,0.0,0.9683,0.0317,0.193,1.0,0.6,0.0004,0.003,0.002,0.0021,88,4,Normal,normal
0.0,208.13,107.103,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4722,0.0427,0.0,0.0,0.0,0.0,0.0,0.9635,0.0365,0.235,1.0,0.4,0.0007,0.002,0.0095,0.001,88,5,Normal,normal
0.0,217.638,106.107,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0576,0.0955,0.0,0.0,0.0,0.0,0.0,0.9715,0.0285,-1.322,1.0,2.3802,0.00075,0.038,0.021,0.00663,89,1,Normal,normal
0.0,215.365,105.943,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0576,0.0955,0.0,0.0,0.0,0.0,0.0,0.9633,0.0367,0.555,1.0,2.4412,0.00155,0.014,0.0075,0.00295,89,2,Normal,normal
0.0,214.627,105.898,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0576,0.0955,0.0,0.0,0.0,0.0,0.0,0.9655,0.0345,0.549,1.0,1.6,0.0027,0.008,0.012,0.006,89,3,Normal,normal
0.0,214.113,105.925,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0576,0.0955,0.0,0.0,0.0,0.0,0.0,0.9658,0.0342,0.201,1.0,1.8,0.00175,0.009,0.009,0.0057,89,4,Normal,normal
0.0,213.673,105.985,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0576,0.0955,0.0,0.0,0.0,0.0,0.0,0.961,0.039,0.234,1.0,0.4,0.00295,0.002,0.006,0.0023,89,5,Normal,normal
0.0,217.387,106.345,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.8171,0.1641,0.0,0.0,0.0,0.0,0.0,0.9721,0.0279,-1.331,1.0,2.2645,0.00085,0.0315,0.0255,0.00397,90,1,Normal,normal
0.0,215.23,106.069,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.8171,0.1641,0.0,0.0,0.0,0.0,0.0,0.9651,0.0349,0.566,1.0,2.4356,0.0003,0.0135,0.01,0.0023,90,2,Normal,normal
0.0,214.522,105.995,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.8171,0.1641,0.0,0.0,0.0,0.0,0.0,0.9711,0.0289,0.561,1.0,2.2,0.0017,0.011,0.01,0.001,90,3,Normal,normal
0.0,214.073,105.963,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.8171,0.1641,0.0,0.0,0.0,0.0,0.0,0.9682,0.0318,0.208,1.0,1.5,5e-05,0.0075,0.0035,0.0039,90,4,Normal,normal
0.0,213.692,105.968,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.8171,0.1641,0.0,0.0,0.0,0.0,0.0,0.9627,0.0373,0.247,1.0,1.2,0.0004,0.006,0.0015,0.0024,90,5,Normal,normal
0.0,177.645,73.893,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.3311,0.0299,0.0,0.0,0.0,0.0,0.0,0.9709,0.0291,-1.386,1.0,2.2624,0.0003,0.032,0.0215,0.00597,91,1,Normal,normal
0.0,175.657,73.163,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.3311,0.0299,0.0,0.0,0.0,0.0,0.0,0.9634,0.0366,0.59,1.0,2.395,5e-05,0.0175,0.011,0.003,91,2,Normal,normal
